Label,Message,Message_Length,Word_Count,Sentence_Count,Transformed_Message,Clean_Length
ham,I have to take exam with march 3,32,8,1,take exam march,15
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,159,35,5,yeah think use gt atm regist sure there anyway help let know sure readi,71
ham,Ok no prob. Take ur time.,25,6,3,ok prob take ur time,20
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,161,30,6,os call ubandu run without instal hard diskyou use os copi import file system give repair shop,94
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,119,26,7,u say leh cours noth happen lar say v romant ju bit lor thk e nite sceneri nice leh,83
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",143,21,4,new mobil must go txt nokia collect todayfrom å£ optout gbpmtmsg,64
ham,Would really appreciate if you call me. Just need someone to talk to.,69,13,3,would realli appreci call need someon talk,42
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",137,30,3,u meet ur dream partner soon ur career flyng start find free txt horo follow ur star sign e g horo ari,102
ham,Hey company elama po mudyadhu.,30,5,2,hey compani elama po mudyadhu,29
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",165,27,8,life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happi morn,114
ham,Dear good morning now only i am up,34,8,1,dear good morn,14
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,109,20,3,get gandhipuram walk cross cut road right side ltgt street road turn first right,80
ham,Dear we are going to our rubber place,37,8,1,dear go rubber place,20
ham,"Sorry battery died, yeah I'm here",33,6,1,sorri batteri die yeah im,25
ham,Yes:)here tv is always available in work place..,48,8,3,yesher tv alway avail work place,32
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,157,34,5,text meet someon sexi today u find date even flirt u join p repli name age eg sam msg recdthirtyeight penc,106
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,50,9,2,print oh ltgt come upstair,26
ham,Or ill be a little closer like at the bus stop on the same street,65,15,1,ill littl closer like bu stop street,36
ham,Where are you?when wil you reach here?,38,7,1,youwhen wil reach,17
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145,27,8,new theori argument win situat lose person dont argu ur friend kick amp say im alway correct,92
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,145,25,1,u secret admir look make contact ufind rreveal think ur specialcal,66
ham,Tomarrow final hearing on my laptop case so i cant.,51,10,2,tomarrow final hear laptop case cant,36
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,45,7,1,pleassssssseeeee tel v avent done sportsx,41
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",83,16,4,okay shine meant sign sound better,34
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",155,32,5,although told u dat im baig face watch realli like e watch u gave co fr u thanx everyth dat uve done today im touch,115
ham,U don't remember that old commercial?,37,6,1,u dont rememb old commerci,26
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,78,17,3,late said websit didnt dont slipper,35
ham,I asked you to call him now ok,30,8,1,ask call ok,11
ham,Kallis wont bat in 2nd innings.,31,6,2,kalli wont bat nd inning,24
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,146,30,6,didnt work oh ok goodnight ill fix readi time wake dearli miss good night sleep,79
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,150,23,3,congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc,78
ham,Ranjith cal drpd Deeraj and deepak 5min hold,44,8,1,ranjith cal drpd deeraj deepak min hold,39
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,34,9,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da,131
ham,What you doing?how are you?,27,5,1,doinghow,8
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",179,37,3,up day also ship compani take wk way usp take week get lag may bribe nipost get stuff,85
ham,"I'm back, lemme know when you're ready",38,7,1,im back lemm know your readi,28
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,97,18,1,dont necessarili expect done get back though im headin,54
ham,Mmm so yummy babe ... Nice jolt to the suzy,43,10,4,mmm yummi babe nice jolt suzi,29
ham,Where are you lover ? I need you ...,36,9,4,lover need,10
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,154,27,1,tri contact repli offer video handset anytim network min unlimit text camcord repli call,88
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,74,15,1,iû÷m park next mini come today think,37
ham,Yup,3,1,1,yup,3
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,85,18,4,anyway im go shop co si done yet dun disturb u liao,51
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,51,11,2,luton ring ur around h,22
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,121,25,1,hey realli horni want chat see nake text hot text charg pm unsubscrib text stop,79
ham,Why you Dint come with us.,26,6,2,dint come us,12
ham,Same. Wana plan a trip sometme then,35,7,2,wana plan trip sometm,21
ham,"Not sure yet, still trying to get a hold of him",47,11,1,sure yet still tri get hold,27
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,159,27,3,ur rington servic chang free credit go clubmobilescom choos content stop txt club stop pwk club po box mk wt,108
ham,The evo. I just had to download flash. Jealous?,47,9,3,evo download flash jealou,25
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,133,24,2,rington club get uk singl chart mobil week choos top qualiti rington messag free charg,86
ham,"Come to mu, we're sorting out our narcotics situation",53,9,1,come mu sort narcot situat,26
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",147,29,3,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay,91
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,25,5,hmv bonu special pound genuin hmv voucher answer easi question play send hmv info,81
ham,"Usf I guess, might as well take 1 car",37,9,1,usf guess might well take car,29
ham,No objection. My bf not coming.,31,6,3,object bf come,14
ham,Thanx...,8,1,4,thanx,5
ham,Tell rob to mack his gf in the theater,38,9,1,tell rob mack gf theater,24
ham,"Awesome, I'll see you in a bit",30,7,1,awesom ill see bit,18
ham,Just sent it. So what type of food do you like?,47,11,2,sent type food like,19
ham,All done? All handed in? Celebrations in full swing yet?,56,10,1,done hand celebr full swing yet,31
ham,You got called a tool?,22,5,1,got call tool,13
ham,\Wen u miss someone,19,4,1,wen u miss someon,17
ham,Ok. I asked for money how far,29,7,2,ok ask money far,16
ham,Okie...,7,1,4,oki,3
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",121,25,1,yeah think usual guy still pass last night get ahold anybodi let know ill throw,79
ham,"K, I might come by tonight then if my class lets out early",58,13,1,k might come tonight class let earli,36
ham,Ok..,4,1,3,ok,2
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,148,35,1,hi babi im cruisin girl friend r u give call hour home that alright fone fone love jenni xxx,92
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,33,5,life mean lot love life love peopl life world call friend call world ge,71
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",152,21,6,dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens,113
ham,Hey you told your name to gautham ah?,37,8,1,hey told name gautham ah,24
ham,Haf u found him? I feel so stupid da v cam was working.,55,13,2,haf u found feel stupid da v cam work,37
ham,Oops. 4 got that bit.,21,5,3,oop got bit,11
ham,Are you this much buzy,22,5,1,much buzi,9
ham,I accidentally deleted the message. Resend please.,50,7,3,accident delet messag resend pleas,34
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,159,29,4,tmobil custom may claim free camera phone upgrad pay go sim card loyalti call offer end thfebtc appli,101
ham,Unless it's a situation where YOU GO GURL would be more appropriate,67,12,1,unless situat go gurl would appropri,36
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,153,35,12,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl,89
ham,I cant pick the phone right now. Pls send a message,51,11,2,cant pick phone right pl send messag,36
ham,Need a coffee run tomo?Can't believe it's that time of week already,67,12,1,need coffe run tomoc believ time week alreadi,45
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",88,17,1,awesom rememb last time got somebodi high first time diesel v,61
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",157,31,3,shit realli shock scari cant imagin second def night u think somewher could crash night save taxi,97
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,91,21,1,oh way food fridg want go meal tonight,38
ham,He is a womdarfull actor,24,5,1,womdarful actor,15
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",146,23,5,sm ac blind date u rodd aberdeen unit kingdom check sm acwicmbcktzr blind date send hide,88
